tokens,bio_tags,sentiment_tags
"['i', 'find', 'the', 'length', 'of', 'the', 'arms', 'to', 'be', 'slightly', 'awkward', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O']"
"['the', 'arms', 'are', 'a', 'little', 'longer', 'than', 'i', 'thought', 'they', 'would', 'be', ',', 'but', 'it', 'looks', 'like', 'a', '3/4', 'sleeve', 'if', 'you', 'pull', 'them', 'up', 'just', 'a', 'tad', '.']","['O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'fit', 'is', 'great', 'and', 'the', 'sleeve', 'length', 'is', 'very', 'flattering', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O']"
"['sleeve', 'is', 'a', 'great', 'length', ',', 'especially', 'if', 'you', 'wear', 'a', 'watch', 'and', 'bracelets', 'everyday', '.']","['B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'do', 'wish', 'the', 'sleeves', 'were', 'full', 'length', 'instead', 'of', '3/4', ',', 'but', 'it', 'is', 'so', 'soft', 'and', 'comfortable', 'i', 'do', 'not', 'really', 'mind', '.']","['O', 'O', 'O', 'O', 'B-sleeve_indirect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'hits', 'in', 'just', 'the', 'right', 'place', 'on', 'your', 'hips', 'making', 'it', 'perfect', 'for', 'wearing', 'with', 'jeans', 'or', 'a', 'dress', 'and', 'the', 'three', 'quarter', 'length', 'sleeves', 'are', 'great', 'for', 'spring', 'and', 'fall', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'fabric', 'is', 'soft', 'and', 'comfortable', ',', 'the', 'length', 'goes', 'beautifully', 'with', 'dresses', 'and', 'skirts', ',', 'and', 'the', 'color', 'compliments', 'blues', 'so', 'well', 'i', 'can', 'not', 'wait', 'to', 'purchase', 'more', 'just', 'like', 'it', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['while', 'i', 'love', 'the', 'colour', ',', 'tall', 'girls/longtorsoed', 'girls', 'beware', ':', 'it', 'is', 'a', 'short', 'cardigan', 'so', 'if', 'you', 'are', 'looking', 'for', 'something', 'to', 'go', 'past', 'or', 'even', 'to', 'your', 'hips', ',', 'this', 'is', 'not', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['this', 'cardigan', 'is', 'a', 'dream', 'the', 'length', 'of', 'the', 'body', 'and', 'sleeves', 'is', 'perfect', 'and', 'the', 'quality', 'of', 'the', 'fabric', 'is', 'perfect', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['my', 'only', 'complaint', 'is', 'that', 'the', 'sleeves', 'are', 'a', 'bit', 'short', 'but', 'i', 'do', 'have', 'longish', 'arms', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'like', 'the', 'length', 'and', 'i', 'feel', 'like', 'a', 'small', 'might', 'have', 'not', 'been', 'as', 'easy', 'to', 'later', 'things', 'underneath', '.']","['O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['goes', 'better', 'with', 'dresses', ',', 'though', 'a', 'tad', 'short', 'for', 'me', 'when', 'wearing', 'pants', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'color', 'is', 'bold', 'but', 'not', 'glaring', ',', 'and', 'the', 'fit', 'of', 'the', 'sweater', 'is', 'very', 'cute', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'fits', 'me', 'comfortably', 'enough', 'that', 'i', 'have', 'the', 'option', 'to', 'wear', 'it', 'buttoned', 'up', ',', 'though', 'i', 'typically', 'prefer', 'to', 'wear', 'it', 'open', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'sleeves', 'hit', 'me', 'a', 'couple', 'inches', 'under', 'my', 'elbow', ',', 'which', 'is', 'a', 'good', 'transitional', 'length', 'for', 'the', 'season', '.']","['O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'is', 'light', 'yet', 'warm', 'and', 'long', 'enough', 'to', 'be', 'work', 'appropriate', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'length', 'is', 'just', 'right', 'and', 'it', 'fits', 'perfectly', '?']","['O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O']"
"['the', 'sleeves', 'are', 'a', 'little', 'long', 'but', 'other', 'than', 'that', 'this', 'was', 'perfect', '!']","['O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['really', 'cute', 'and', 'a', 'nice', 'fit', '.']","['O', 'O', 'O', 'O', 'O', 'B-overall', 'O']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'O']"
